code;label;terminal;underlyingCauseUse;usCreated;nonCreatedCode
G471;Disorders of excessive somnolence [hypersomnias];1;1;0;
G472;Disorders of the sleep-wake schedule;1;1;0;
G473;Sleep apnoea;1;1;0;
G474;Narcolepsy and cataplexy;1;1;0;
G478;Other sleep disorders;1;1;0;
G479;Sleep disorder, unspecified;1;1;0;
G50;Disorders of trigeminal nerve;0;0;0;
G500;Trigeminal neuralgia;1;1;0;
G501;Atypical facial pain;1;1;0;
G508;Other disorders of trigeminal nerve;1;1;0;
G509;Disorder of trigeminal nerve, unspecified;1;1;0;
G51;Facial nerve disorders;0;0;0;
G510;Bell palsy;1;1;0;
G511;Geniculate ganglionitis;1;1;0;
G512;Melkersson syndrome;1;1;0;
G513;Clonic hemifacial spasm;1;1;0;
G514;Facial myokymia;1;1;0;
G518;Other disorders of facial nerve;1;1;0;
G519;Disorder of facial nerve, unspecified;1;1;0;
G52;Disorders of other cranial nerves;0;0;0;
G520;Disorders of olfactory nerve;1;1;0;
G521;Disorders of glossopharyngeal nerve;1;1;0;
G522;Disorders of vagus nerve;1;1;0;
G523;Disorders of hypoglossal nerve;1;1;0;
G527;Disorders of multiple cranial nerves;1;1;0;
G528;Disorders of other specified cranial nerves;1;1;0;
G529;Cranial nerve disorder, unspecified;1;1;0;
G53;Cranial nerve disorders in diseases classified elsewhere;0;0;0;
G530;Postzoster neuralgia;1;0;0;
G531;Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere;1;0;0;
G532;Multiple cranial nerve palsies in sarcoidosis;1;0;0;
G533;Multiple cranial nerve palsies in neoplastic disease;1;0;0;
G538;Other cranial nerve disorders in other diseases classified elsewhere;1;0;0;
G54;Nerve root and plexus disorders;0;0;0;
G540;Brachial plexus disorders;1;1;0;
G541;Lumbosacral plexus disorders;1;1;0;
G542;Cervical root disorders, not elsewhere classified;1;1;0;
G543;Thoracic root disorders, not elsewhere classified;1;1;0;
G544;Lumbosacral root disorders, not elsewhere classified;1;1;0;
G545;Neuralgic amyotrophy;1;1;0;
G546;Phantom limb syndrome with pain;1;1;0;
G547;Phantom limb syndrome without pain;1;1;0;
G548;Other nerve root and plexus disorders;1;1;0;
G549;Nerve root and plexus disorder, unspecified;1;1;0;
G55;Nerve root and plexus compressions in diseases classified elsewhere;0;0;0;
G550;Nerve root and plexus compressions in neoplastic disease;1;0;0;
G551;Nerve root and plexus compressions in intervertebral disc disorders;1;0;0;
G552;Nerve root and plexus compressions in spondylosis;1;0;0;
G553;Nerve root and plexus compressions in other dorsopathies;1;0;0;
G558;Nerve root and plexus compressions in other diseases classified elsewhere;1;0;0;
G56;Mononeuropathies of upper limb;0;0;0;
G560;Carpal tunnel syndrome;1;1;0;
G561;Other lesions of median nerve;1;1;0;
G562;Lesion of ulnar nerve;1;1;0;
G563;Lesion of radial nerve;1;1;0;
G568;Other mononeuropathies of upper limb;1;1;0;
G569;Mononeuropathy of upper limb, unspecified;1;1;0;
G57;Mononeuropathies of lower limb;0;0;0;
G570;Lesion of sciatic nerve;1;1;0;
G571;Meralgia paraesthetica;1;1;0;
G572;Lesion of femoral nerve;1;1;0;
G573;Lesion of lateral popliteal nerve;1;1;0;
G574;Lesion of medial popliteal nerve;1;1;0;
G575;Tarsal tunnel syndrome;1;1;0;
G576;Lesion of plantar nerve;1;1;0;
G578;Other mononeuropathies of lower limb;1;1;0;
G579;Mononeuropathy of lower limb, unspecified;1;1;0;
G58;Other mononeuropathies;0;0;0;
G580;Intercostal neuropathy;1;1;0;
G587;Mononeuritis multiplex;1;1;0;
G588;Other specified mononeuropathies;1;1;0;
G589;Mononeuropathy, unspecified;1;1;0;
G59;Mononeuropathy in diseases classified elsewhere;0;0;0;
G590;Diabetic mononeuropathy;1;0;0;
G598;Other mononeuropathies in diseases classified elsewhere;1;0;0;
G60;Hereditary and idiopathic neuropathy;0;0;0;
G600;Hereditary motor and sensory neuropathy;1;1;0;
G601;Refsum disease;1;1;0;
G602;Neuropathy in association with hereditary ataxia;1;1;0;
G603;Idiopathic progressive neuropathy;1;1;0;
G608;Other hereditary and idiopathic neuropathies;1;1;0;
G609;Hereditary and idiopathic neuropathy, unspecified;1;1;0;
G61;Inflammatory polyneuropathy;0;0;0;
G610;Guillain-Barré syndrome;1;1;0;
G611;Serum neuropathy;1;1;0;
G618;Other inflammatory polyneuropathies;1;1;0;
G619;Inflammatory polyneuropathy, unspecified;1;1;0;
G62;Other polyneuropathies;0;0;0;
G620;Drug-induced polyneuropathy;1;1;0;
G621;Alcoholic polyneuropathy;1;1;0;
G622;Polyneuropathy due to other toxic agents;1;1;0;
G628;Other specified polyneuropathies;1;1;0;
G629;Polyneuropathy, unspecified;1;1;0;
G63;Polyneuropathy in diseases classified elsewhere;0;0;0;
G630;Polyneuropathy in infectious and parasitic diseases classified elsewhere;1;0;0;
G631;Polyneuropathy in neoplastic disease;1;0;0;
G632;Diabetic polyneuropathy;1;0;0;
G633;Polyneuropathy in other endocrine and metabolic diseases;1;0;0;
G634;Polyneuropathy in nutritional deficiency;1;0;0;
G635;Polyneuropathy in systemic connective tissue disorders;1;0;0;
G636;Polyneuropathy in other musculoskeletal disorders;1;0;0;
G638;Polyneuropathy in other diseases classified elsewhere;1;0;0;
G64;Other disorders of peripheral nervous system;1;1;0;
G70;Myasthenia gravis and other myoneural disorders;0;0;0;
G700;Myasthenia gravis;1;1;0;
G701;Toxic myoneural disorders;1;1;0;
G702;Congenital and developmental myasthenia;1;1;0;
G708;Other specified myoneural disorders;1;1;0;
G709;Myoneural disorder, unspecified;1;1;0;
G71;Primary disorders of muscles;0;0;0;
G710;Muscular dystrophy;1;1;0;
G711;Myotonic disorders;1;1;0;
G712;Congenital myopathies;1;1;0;
G713;Mitochondrial myopathy, not elsewhere classified;1;1;0;
G718;Other primary disorders of muscles;1;1;0;
G719;Primary disorder of muscle, unspecified;1;1;0;
G72;Other myopathies;0;0;0;
G720;Drug-induced myopathy;1;1;0;
G721;Alcoholic myopathy;1;1;0;
G722;Myopathy due to other toxic agents;1;1;0;
G723;Periodic paralysis;1;1;0;
G724;Inflammatory myopathy, not elsewhere classified;1;1;0;
G728;Other specified myopathies;1;1;0;
G729;Myopathy, unspecified;1;1;0;
G73;Disorders of myoneural junction and muscle in diseases classified elsewhere;0;0;0;
G730;Myasthenic syndromes in endocrine diseases;1;0;0;
G731;Lambert-Eaton syndrome;1;0;0;
G732;Other myasthenic syndromes in neoplastic disease;1;0;0;
G733;Myasthenic syndromes in other diseases classified elsewhere;1;0;0;
G734;Myopathy in infectious and parasitic diseases classified elsewhere;1;0;0;
G735;Myopathy in endocrine diseases;1;0;0;
G736;Myopathy in metabolic diseases;1;0;0;
G737;Myopathy in other diseases classified elsewhere;1;0;0;
G80;Cerebral palsy;0;0;0;
G800;Spastic quadriplegic cerebral palsy;1;1;0;
G801;Spastic diplegic cerebral palsy;1;1;0;
G802;Spastic hemiplegic cerebral palsy;1;1;0;
G803;Dyskinetic cerebral palsy;1;1;0;
G804;Ataxic cerebral palsy;1;1;0;
G808;Other cerebral palsy;1;1;0;
G809;Cerebral palsy, unspecified;1;1;0;
G81;Hemiplegia;0;0;0;
G810;Flaccid hemiplegia;1;1;0;
G811;Spastic hemiplegia;1;1;0;
G819;Hemiplegia, unspecified;1;1;0;
G82;Paraplegia and tetraplegia;0;0;0;
G820;Flaccid paraplegia;1;1;0;
G821;Spastic paraplegia;1;1;0;
G822;Paraplegia, unspecified;1;1;0;
G823;Flaccid tetraplegia;1;1;0;
G824;Spastic tetraplegia;1;1;0;
G825;Tetraplegia, unspecified;1;1;0;
G83;Other paralytic syndromes;0;0;0;
G830;Diplegia of upper limbs;1;1;0;
G831;Monoplegia of lower limb;1;1;0;
G832;Monoplegia of upper limb;1;1;0;
G833;Monoplegia, unspecified;1;1;0;
G834;Cauda equina syndrome;1;1;0;
G835;Locked-in syndrome;1;1;0;
G836;Upper motor neuron facial paralysis;1;1;0;
G838;Other specified paralytic syndromes;1;1;0;
G839;Paralytic syndrome, unspecified;1;1;0;
G90;Disorders of autonomic nervous system;0;0;0;
G900;Idiopathic peripheral autonomic neuropathy;1;1;0;
G901;Familial dysautonomia [Riley-Day];1;1;0;
G902;Horner syndrome;1;1;0;
G904;Autonomic dysreflexia;1;1;0;
G905;Complex regional pain syndrome type I;1;1;0;
G906;Complex regional pain syndrome type II;1;1;0;
G907;Complex regional pain syndrome, other and unspecified type ;1;1;0;
G908;Other disorders of autonomic nervous system;1;1;0;
G909;Disorder of autonomic nervous system, unspecified;1;1;0;
G91;Hydrocephalus;0;0;0;
G910;Communicating hydrocephalus;1;1;0;
G911;Obstructive hydrocephalus;1;1;0;
G912;Normal-pressure hydrocephalus;1;1;0;
G913;Post-traumatic hydrocephalus, unspecified;1;1;0;
G918;Other hydrocephalus;1;1;0;
G919;Hydrocephalus, unspecified;1;1;0;
G92;Toxic encephalopathy;1;1;0;
G93;Other disorders of brain;0;0;0;
G930;Cerebral cysts;1;1;0;
G931;Anoxic brain damage, not elsewhere classified;1;1;0;
G932;Benign intracranial hypertension;1;1;0;
G933;Postviral fatigue syndrome;1;1;0;
G934;Encephalopathy, unspecified;1;1;0;
G935;Compression of brain;1;1;0;
G936;Cerebral oedema;1;1;0;
G937;Reye syndrome;1;1;0;
G938;Other specified disorders of brain;1;1;0;
G939;Disorder of brain, unspecified;1;1;0;
G94;Other disorders of brain in diseases classified elsewhere;0;0;0;
G940;Hydrocephalus in infectious and parasitic diseases classified elsewhere;1;0;0;
G941;Hydrocephalus in neoplastic disease;1;0;0;
G942;Hydrocephalus in other diseases classified elsewhere;1;0;0;
G943;Encephalopathy in diseases classified elsewhere;1;0;0;
G948;Other specified disorders of brain in diseases classified elsewhere;1;0;0;
G95;Other diseases of spinal cord;0;0;0;
G950;Syringomyelia and syringobulbia;1;1;0;
G951;Vascular myelopathies;1;1;0;
G952;Cord compression, unspecified;1;1;0;
G958;Other specified diseases of spinal cord;1;1;0;
G959;Disease of spinal cord, unspecified;1;1;0;
G96;Other disorders of central nervous system;0;0;0;
G960;Cerebrospinal fluid leak;1;1;0;
G961;Disorders of meninges, not elsewhere classified;1;1;0;
G968;Other specified disorders of central nervous system;1;1;0;
G969;Disorder of central nervous system, unspecified;1;1;0;
G97;Postprocedural disorders of nervous system, not elsewhere classified;0;0;0;
G970;Cerebrospinal fluid leak from spinal puncture;1;0;0;
G971;Other reaction to spinal and lumbar puncture;1;0;0;
G972;Intracranial hypotension following ventricular shunting;1;0;0;
G978;Other postprocedural disorders of nervous system;1;0;0;
G979;Postprocedural disorder of nervous system, unspecified;1;0;0;
G98;Other disorders of nervous system, not elsewhere classified;1;1;0;
G99;Other disorders of nervous system in diseases classified elsewhere;0;0;0;
G990;Autonomic neuropathy in endocrine and metabolic diseases;1;0;0;
G991;Other disorders of autonomic nervous system in other diseases classified elsewhere;1;0;0;
G992;Myelopathy in diseases classified elsewhere;1;0;0;
G998;Other specified disorders of nervous system in diseases classified elsewhere;1;0;0;
H00;Hordeolum and chalazion;0;0;0;
H000;Hordeolum and other deep inflammation of eyelid;1;1;0;
H001;Chalazion;1;1;0;
H01;Other inflammation of eyelid;0;0;0;
H010;Blepharitis;1;1;0;
H011;Noninfectious dermatoses of eyelid;1;1;0;
H018;Other specified inflammation of eyelid;1;1;0;
H019;Inflammation of eyelid, unspecified;1;1;0;
H02;Other disorders of eyelid;0;0;0;
H020;Entropion and trichiasis of eyelid;1;1;0;
H021;Ectropion of eyelid;1;1;0;
H022;Lagophthalmos;1;1;0;
H023;Blepharochalasis;1;1;0;
H024;Ptosis of eyelid;1;1;0;
H025;Other disorders affecting eyelid function;1;1;0;
H026;Xanthelasma of eyelid;1;1;0;
H027;Other degenerative disorders of eyelid and periocular area;1;1;0;
H028;Other specified disorders of eyelid;1;1;0;
H029;Disorder of eyelid, unspecified;1;1;0;
H03;Disorders of eyelid in diseases classified elsewhere;0;0;0;
H030;Parasitic infestation of eyelid in diseases classified elsewhere;1;0;0;
H031;Involvement of eyelid in other infectious diseases classified elsewhere;1;0;0;
H038;Involvement of eyelid in other diseases classified elsewhere;1;0;0;
H04;Disorders of lacrimal system;0;0;0;
H040;Dacryoadenitis;1;1;0;
H041;Other disorders of lacrimal gland;1;1;0;
H042;Epiphora;1;1;0;
H043;Acute and unspecified inflammation of lacrimal passages;1;1;0;
H044;Chronic inflammation of lacrimal passages;1;1;0;
H045;Stenosis and insufficiency of lacrimal passages;1;1;0;
H046;Other changes in lacrimal passages;1;1;0;
H048;Other disorders of lacrimal system;1;1;0;
H049;Disorder of lacrimal system, unspecified;1;1;0;
H05;Disorders of orbit;0;0;0;
H050;Acute inflammation of orbit;1;1;0;
H051;Chronic inflammatory disorders of orbit;1;1;0;
H052;Exophthalmic conditions;1;1;0;
H053;Deformity of orbit;1;1;0;
H054;Enophthalmos;1;1;0;
H055;Retained (old) foreign body following penetrating wound of orbit;1;1;0;
H058;Other disorders of orbit;1;1;0;
H059;Disorder of orbit, unspecified;1;1;0;
H06;Disorders of lacrimal system and orbit in diseases classified elsewhere;0;0;0;
H060;Disorders of lacrimal system in diseases classified elsewhere;1;0;0;
H061;Parasitic infestation of orbit in diseases classified elsewhere;1;0;0;
H062;Dysthyroid exophthalmos;1;0;0;
H063;Other disorders of orbit in diseases classified elsewhere;1;0;0;
H10;Conjunctivitis;0;0;0;
H100;Mucopurulent conjunctivitis;1;1;0;
H101;Acute atopic conjunctivitis;1;1;0;
H102;Other acute conjunctivitis;1;1;0;
H103;Acute conjunctivitis, unspecified;1;1;0;
H104;Chronic conjunctivitis;1;1;0;
H105;Blepharoconjunctivitis;1;1;0;
H108;Other conjunctivitis;1;1;0;
H109;Conjunctivitis, unspecified;1;1;0;
H11;Other disorders of conjunctiva;0;0;0;
H110;Pterygium;1;1;0;
H111;Conjunctival degenerations and deposits;1;1;0;
H112;Conjunctival scars;1;1;0;
H113;Conjunctival haemorrhage;1;1;0;
H114;Other conjunctival vascular disorders and cysts;1;1;0;
H118;Other specified disorders of conjunctiva;1;1;0;
H119;Disorder of conjunctiva, unspecified;1;1;0;
H13;Disorders of conjunctiva in diseases classified elsewhere;0;0;0;
H130;Filarial infection of conjunctiva;1;0;0;
H131;Conjunctivitis in infectious and parasitic diseases classified elsewhere;1;0;0;
H132;Conjunctivitis in other diseases classified elsewhere;1;0;0;
H133;Ocular pemphigoid;1;0;0;
H138;Other disorders of conjunctiva in diseases classified elsewhere;1;0;0;
H15;Disorders of sclera;0;0;0;
H150;Scleritis;1;1;0;
H151;Episcleritis;1;1;0;
H158;Other disorders of sclera;1;1;0;
H159;Disorder of sclera, unspecified;1;1;0;
H16;Keratitis;0;0;0;
H160;Corneal ulcer;1;1;0;
H161;Other superficial keratitis without conjunctivitis;1;1;0;
H162;Keratoconjunctivitis;1;1;0;
H163;Interstitial and deep keratitis;1;1;0;
H164;Corneal neovascularization;1;1;0;
H168;Other keratitis;1;1;0;
H169;Keratitis, unspecified;1;1;0;
H17;Corneal scars and opacities;0;0;0;
H170;Adherent leukoma;1;1;0;
H171;Other central corneal opacity;1;1;0;
H178;Other corneal scars and opacities;1;1;0;
H179;Corneal scar and opacity, unspecified;1;1;0;
H18;Other disorders of cornea;0;0;0;
H180;Corneal pigmentations and deposits;1;1;0;
H181;Bullous keratopathy;1;1;0;
H182;Other corneal oedema;1;1;0;
H183;Changes in corneal membranes;1;1;0;
H184;Corneal degeneration;1;1;0;
H185;Hereditary corneal dystrophies;1;1;0;
H186;Keratoconus;1;1;0;
